id,stemmed
1213,"['bahlil', 'bikin', 'wacana', 'nyampur', 'pertamax', 'etanol', 'warga', 'langsung', 'marah', 'pas', 'rame', 'muncul', 'bobibos', 'kasih', 'tau', 'bahan', 'ungkap', 'pakai', 'bahan', 'baku', 'jerami', 'masyarakat', 'heboh', 'bondong', 'bondong']"
1214,"['claim', 'bikin', 'kernyit', 'dahi', 'tahu', 'bahan', 'bakar', 'unsur', 'tanam', 'etanol', 'trus', 'bilang', 'zero', 'emisi', 'uji', 'kendara', 'uji', 'jangka', 'pengaruh', 'laku', 'launching']"
1215,"['bajing', 'bbm', 'etanol', 'uji', 'udah', 'edar', 'bangsat']"
1216,"['bahlil', 'jahanam', 'bbm', 'campur', 'etanol', 'kau', 'legal', 'emisi', 'kau', 'jegal', 'laknat']"
1217,"['pertamina', 'bahan', 'dasar', 'jelek', 'kandung', 'etanol', 'aja', 'monopoli', 'beberapa', 'daerah', 'saing', 'biar', 'masyarakat', 'nilai', 'jelek', 'laku', 'hukum', 'rimba', 'market', 'laku', 'atur', 'neko']"
1218,"['harap', 'bahan', 'bakar', 'bersih']"
1219,"['nusron', 'kasih', 'amran', 'juta', 'lahan', 'program', 'bbm', 'etanol']"
1220,"['sebenernya', 'metanol', 'etanol', 'emang', 'hemat', 'ramah', 'catat', 'emang', 'laksana', 'indonesia', 'bom', 'banyak', 'kendara', 'bom', 'pakai', 'bahan', 'bakar', 'bas', 'alkohol']"
1221,"['amat', 'nilai', 'porsi', 'etanol', 'bbm', 'tambah', 'anggar', 'alokasi']"
1222,"['bbm', 'campur', 'etanol', 'uji', 'bln']"
1223,"['dasar', 'cari', 'bobibos', 'biofuel', 'tanam', 'lokal', 'indonesia', 'klaim', 'ron', 'ramah', 'lingkung', 'komposisi', 'detail', 'ungkap', 'publik', 'bahan', 'nabati', 'libat', 'etanol', 'fermentasi', 'tanam', 'konfirmasi', 'resmi']"
1224,"['beda', 'sma', 'etanol', 'bahan', 'baku', 'tanam']"
1225,"['biosolar', 'mesin', 'biodiesel', 'kalo', 'diesel', 'bbm', 'organik', 'biosolar', 'campur', 'blm', 'full', 'bbm', 'minyak', 'sawit', 'beda', 'mas', 'biofuel', 'kalo', 'biofuel', 'kandung', 'etanol', 'arah', 'mesin', 'balap', 'aja', 'kaya']"
1226,"['bahlil', 'kalo', 'nyuruh', 'pertamina', 'ubah', 'spesifikasi', 'bbm', 'jgn', 'langsung', 'turut', 'suruh', 'koordinasi', 'menteri', 'industri', 'biar', 'spesifikasi', 'industri', 'otomotif', 'nya', 'sesuai', 'etanol', 'sifat', 'korosif', 'kalo', 'spek', 'motor', 'sesuai', 'rusak']"
1227,"['situ', 'nyampur', 'etanol', 'bbm', 'skrg', 'pake', 'uji', 'kagak', 'uji', 'kendara', 'cek', 'kendara', 'edar', 'support', 'guna', 'etanol', 'kaga']"
1228,"['bbm', 'pertamina', 'pakai', 'etanol', 'hujat', 'bobibos', 'salah', 'bahan', 'utama', 'etanol', 'puji']"
1229,"['biaya', 'produksi', 'bioetanol', 'murni', 'indonesia', 'rupiah', 'liter', 'dasar', 'hip', 'kini', 'tambah', 'distribusi', 'spbu', 'adaptasi', 'infrastruktur', 'tangki', 'anti', 'korosi', 'total', 'rupiah', 'liter', 'bbm', 'subsidi']"
1230,"['bijak', 'mandatori', 'indonesia', 'tuju', 'kurang', 'gantung', 'impor', 'bbm', 'fosil', 'dukung', 'energi', 'baru', 'bioetanol', 'tebu', 'singkong', 'lokal', 'tekan', 'emisi', 'karbon', 'perintah', 'target', 'implementasi', 'tahap', 'transisi', 'aman', 'standar']"
1231,"['efek', 'kendara', 'mobil', 'modern', 'aman', 'kurang', 'emisi', 'voc', 'bikin', 'bakar', 'bersih', 'kendara', 'pra', 'risiko', 'korosi', 'rusak', 'karet', 'plastik', 'selang', 'bahan', 'bakar', 'efisiensi', 'turun', 'emisi', 'acetaldehyde', 'cek', 'manual', 'kendara']"
1232,"['kenal', 'etanol', 'unggul', 'bahan', 'campur', 'bbm']"
1233,"['far', 'hasil', 'browsingan', 'hari', 'kalo', 'kendara', 'fuel', 'injection', 'aman', 'emang', 'inspect', 'selang', 'bensin', 'umur', 'baik', 'kalo', 'udah', 'umur', 'ganti', 'selang', 'bensin', 'bahan', 'karet']"
1234,"['woy', 'komitmen', 'cuman', 'lip', 'service', 'negara', 'orang', 'percaya', 'bbm', 'aja', 'oplos', 'etanol']"
1235,"['toyota', 'tanam', 'modal', 'dukung', 'program', 'bbm', 'indonesia']"
1236,"['nada', 'suzuki', 'mitsubishi', 'mobil', 'bensin', 'pasar', 'bioetanol', 'campur', 'persen']"
1237,"['guru', 'its', 'tanggap', 'bijak', 'bbm', 'campur', 'bioetanol']"
1238,"['oktan', 'sifat', 'bakar', 'bersih', 'etanol', 'mesin', 'efisien', 'suhu', 'ruang', 'bakar', 'rendah', 'emisi', 'nox', 'kandung', 'air', 'sifat', 'korosif', 'tantang', 'tangki', 'komponen', 'bahan', 'bakar']"
1239,"['pertamina', 'dukung', 'bijak', 'gun', 'etanol', 'bbm']"
1240,"['ganti', 'kendara', 'aman', 'kendara', 'produksi', 'tua', 'sesuai', 'minor', 'ganti', 'selang', 'bahan', 'bakar', 'ganti', 'total', 'cek', 'manual', 'konsultasi', 'bengkel', 'sumber', 'lapor', 'esdm', 'gaikindo']"
1241,"['kaidah', 'guna', 'bbm', 'campur', 'etanol', 'indonesia', 'liput', 'pasti', 'kompatibilitas', 'kendara', 'aman', 'mobil', 'modern', 'pascatahun', 'cek', 'manual', 'pabrik', 'hindar', 'mesin', 'non', 'otomotif', 'genset', 'risiko', 'korosi', 'simpan']"
1242,"['kaidah', 'guna', 'bbm', 'campur', 'etanol']"
1243,"['menteri', 'esdm', 'bahlil', 'lahadalia', 'tegas', 'etanol', 'aman', 'indonesia', 'terap', 'bbm', 'bahlillahadalia', 'kuningkeren', 'golkarindonesia', 'partaigolkar', 'golkarpedia']"
1244,"['pertamina', 'pasar', 'bbm', 'bioetanol', 'pertalite', 'bbm', 'pertamina', 'campur', 'bioetanol', 'persen']"
1245,"['bro', 'bahlil', 'bbm', 'etanol', 'not', 'works', 'indonesia', 'motor', 'campur', 'air', 'tolong', 'kalo', 'bijak', 'masuk', 'akal', 'kritik', 'hujat', 'tolong', 'dengar', 'tuli', 'otak', 'tolong', 'kaji', 'ulang', 'bijak', 'samean', 'pinter', 'seng', 'ber', 'akal', 'dikit', 'cok']"
1246,"['pertalite', 'bbm', 'pertamina', 'kandung', 'etanol']"
1247,"['bbm', 'ron', 'karya', 'anak', 'bangsa', 'bahan', 'ramah', 'lingkung', 'rakyat', 'dukung', 'etanol', 'murni', 'dukung', 'kemaren', 'sampe', 'protes', 'keras', 'perintah', 'campur', 'etanol', 'bom', 'realisasi', 'gajelas', 'orang', 'indo', 'tolol']"
1248,"['berita', 'motor', 'mbrebet', 'gara', 'bbm', 'pake', 'etanol']"
1249,"['motor', 'aman', 'hasil', 'riset', 'pasca', 'kendara', 'modern', 'kata', 'isu', 'motor', 'keluar', 'kena', 'mesin', 'pakai', 'bbm']"
1250,"['ngak', 'paham', 'inti', 'masalah', 'kendara', 'indonesia', 'dukung', 'bahan', 'bakar', 'campur', 'etanol']"
1251,"['tanam', 'singkong', 'bahan', 'etanol']"
1252,"['bbm', 'nya', 'campur', 'etanol', 'jenis', 'emang', 'bbm', 'nya', 'cocok', 'motor', 'mbak', 'gitu']"
1253,"['gegara', 'etanol', 'usaha', 'minyak', 'bbm', 'nya', 'tolol']"
1254,"['gada', 'kerja', 'rakyat', 'noh', 'racun', 'bbm', 'etanol', 'demo', 'kemaren', 'ditangkepin']"
1255,"['bahlil', 'bahlul', 'bangsatttt', 'adik', 'sayang', 'kadek', 'kalah', 'gegara', 'habis', 'bbm', 'udah', 'bilangin', 'tambah', 'etanol', 'tuh', 'boros', 'cepat', 'habis', 'bensin', 'gimana', 'rakyat', 'sejahtera', 'uang', 'habis', 'biaya', 'transportasi', 'pecatbahlilbahlul']"
1256,"['coba', 'buku', 'pandu', 'nda', 'injeksi', 'baca', 'bbm', 'campur', 'etanol', 'efek', 'sebab', 'cat', 'tangki', 'rusak', 'sebab', 'karat', 'tank', 'sebab', 'kendara', 'gamabr', 'buku', 'pandu', 'resmi', 'nda']"
1257,"['kek', 'langkah', 'selubung', 'nerima', 'ethanol', 'bbm', 'kendara', 'ready', 'pake', 'ethanol', 'tipe', 'kadar', 'ethanol']"
1258,"['ngakuin', 'kualitas', 'bbm', 'jlk', 'aja', 'susah', 'bkn', 'mslh', 'etanol', 'kualitas', 'bbmnya']"
1259,"['paksa', 'beli', 'bbm', 'negeri', 'kualitas', 'buruk', 'rusak', 'karet', 'seal', 'minggu', 'service', 'kendara', 'bbm', 'etanol', 'orang', 'service', 'kendara', 'dapat', 'masyarakat', 'bulan', 'tri', 'malu']"
1260,"['ngeles', 'busi', 'disalahin', 'tolol', 'uji', 'layak', 'bbm', 'etanol']"
1261,"['isu', 'bensin', 'campur', 'air', 'ramai', 'bahas', 'uji', 'kualitas', 'bbm', 'rumit', 'konten', 'viral', 'kholid', 'alat', 'uji', 'resmi', 'butuh', 'jam', 'parameter', 'pertalite', 'kandung', 'etanol', 'source', 'sindonews']"
1262,"['anak', 'muda', 'emang', 'rebelnya', 'tinggal', 'ngerebelin', 'govt', 'aja', 'tuh', 'bahan', 'marah', 'etanol', 'kek']"
1263,"['pertamina', 'pakai', 'campur', 'etanol', 'goblok', 'pertamina', 'motor', 'rusak', 'gara', 'pakai', 'bbm', 'pertamina', 'bobibos', 'baham', 'baku', 'tanam', 'etanol', 'mantap', 'karya', 'anak', 'bangsa', 'bikin', 'pertamina', 'bangkrut', 'nya', 'pertamina', 'ketawa', 'lihat', 'kelakuam', 'netizen']"
1264,"['adlh', 'korban', 'motor', 'brebet', 'skrng', 'alih', 'beli', 'bbm', 'swasta', 'susah', 'percaya', 'marak', 'pertamax', 'oplos', 'skrng', 'pertalite', 'campur', 'etanol', 'mang', 'bijak', 'tolong', 'bijak', 'pro', 'rakyat', 'susah', 'rakyat']"
1265,"['bbm', 'buat', 'anak', 'bangsa', 'ramah', 'lingkung', 'bbm', 'campur', 'etanol', 'menteri', 'esdm', 'fokus', 'bbm', 'bobibos', 'bahan', 'bakar', 'original', 'buat', 'indonesia', 'bos', 'sempat', 'anak', 'bangsa', 'kembang', 'dhinda', 'pangku', 'uninstallstockbit', 'jumat', 'udaaaah', 'bang', 'vonismkd']"
1266,"['kalo', 'baca', 'kilas', 'asal', 'tanam', 'etanol', 'wajar', 'kalo', 'etanol', 'oktan', 'kemaren', 'marah', 'pertamina', 'pakai', 'campuram', 'etanol', 'pakai', 'bahan', 'bakar', 'etanol', 'awokwok']"
1267,"['aja', 'cari', 'cari', 'korupsi', 'bbm', 'campur', 'etanol', 'cerdik', 'licik', 'koruptor', 'normal', 'aja', 'bbm', 'rakyat', 'indonesia']"
1268,"['motor', 'pake', 'busi', 'idup', 'dah', 'pake', 'bbm', 'oplos', 'etanol']"
1269,"['pasar', 'perlahan', 'pindah', 'pasti', 'ntah', 'produsen', 'kendara', 'sesuai', 'bahli', 'ngomong', 'bbm', 'wajib', 'kendara', 'indoensia', 'kain', 'persen', 'nerima', 'etanol', 'metanol']"
1270,"['kendara', 'rusak', 'etanol', 'sistem', 'simpan', 'distribusi', 'bahan', 'bakar', 'bersih', 'kedap', 'air', 'etanol', 'sembunyi']"
1271,"['kadar', 'air', 'lebih', 'batas', 'larut', 'air', 'etanol', 'pisah', 'bensin', 'campur', 'berat', 'air', 'etanol', 'turun', 'dasar', 'tangki', 'pompa', 'bahan', 'bakar']"
1272,"['bensin', 'campur', 'etanol', 'kandung', 'etanol', 'sisa', 'bensin', 'etanol', 'rumus', 'kimia', 'c h oh', 'bahan', 'mudah', 'bakar', 'serap', 'air', 'udara', 'higroskopis']"
1273,"['etanol', 'buruk', 'lapis', 'analisis', 'fenomena', 'vokal', 'masif', 'era', 'bahan', 'bakar', 'campur', 'picu', 'kimia', 'etanol', 'buruk']"
1274,"['kalo', 'dasar', 'etanol', 'udah', 'lanjur', 'benci', 'bahlil', 'sulit', 'kembang', 'kendara', 'skrg', 'kompatibel', 'bahan', 'bakar', 'nabati', 'solusi', 'kejar', 'kontrak', 'supplier', 'etanol', 'pertamina', 'kalo', 'eks']"
1275,"['bbm', 'etanol', 'tambang', 'timah']"
1276,"['sumber', 'bahan', 'nabati', 'nya', 'aja', 'bahan', 'nabati', 'bbm', 'sawit', 'kelapa', 'jarak', 'sumber', 'oleokimia', 'denger', 'denger', 'limbah', 'tani', 'tani', 'curiga', 'bioefuelnya', 'etanol', 'bahenol', 'nabati']"
1277,"['pertanyaanya', 'simple', 'alat', 'kalo', 'masalah', 'kalo', 'untung', 'jual', 'bbm', 'dukung', 'bbm', 'pake', 'etanol', 'kah', 'sempak', 'merah']"
1278,"['gigit', 'pahit', 'korupsi', 'tetes', 'pelan', 'hidung', 'campur', 'etanol', 'air', 'mata', 'bbm', 'beras', 'impor', 'busuk', 'salam', 'gigit', 'jari', 'pimpin', 'palsu', 'nikmat', 'aja', 'rampas', 'perang', 'kabinetmerahputih', 'prabowogibran', 'rakyatmuak', 'beranilawan']"
1279,"['bbm', 'nabati', 'bioetanol', 'pertamax', 'green', 'kandung', 'etanol', 'bbm', 'standar', 'indonesia', 'perintah', 'rencana', 'ramah', 'lingkung']"
1280,"['menteri', 'erti', 'visi', 'gera', 'masyarakat', 'tanam', 'singkong', 'produksi', 'etanol', 'kurang', 'gantung', 'kpd', 'bbm', 'fosil', 'perintah', 'tetap', 'harga', 'beli', 'singkong', 'rupiah', 'rakyat', 'keluh', 'harga', 'rupiah']"
1281,"['bbm', 'kumpul', 'etanol']"
1282,"['bbm', 'petralite', 'pertamina', 'campur', 'etanol', 'pertamina', 'pasti', 'bbm', 'distribusi', 'sesuai', 'regulasi', 'perintah', 'pertamina', 'bangkabelitung', 'prioritas', 'butuh', 'rakyat', 'galaxya', 'fyp']"
1283,"['pertamina', 'patra', 'niaga', 'produk', 'bbm', 'jenis', 'petralite', 'ron', 'edar', 'spbu', 'produksi', 'etanol', 'pertamina', 'patra', 'niaga', 'produk', 'bbm', 'petralite', 'produksi', 'distribusi', 'sesuai', 'spesifikasi']"
1284,"['gatau', 'kalo', 'bobibos', 'bahan', 'baku', 'mesin', 'konvensional', 'gabisa', 'pake', 'etanol']"
1285,"['negara', 'kaya', 'sumber', 'energi', 'hijau', 'contoh', 'singkong', 'etanol', 'biodiesel', 'tanam', 'jarak', 'limbah', 'kotor', 'sapi', 'bahan', 'bkr', 'gas', 'ganti', 'lpg']"
1286,"['aman', 'brebet', 'gegara', 'bbm', 'campur', 'air', 'duga', 'kalo', 'bener', 'busi', 'masalah', 'bbm', 'etanol', 'pertamax', 'green']"
1287,"['rakyat', 'sulit', 'orang', 'woosh', 'orang', 'ngk', 'sulit', 'ekonomi', 'sulit', 'kereta', 'api', 'mending', 'fokus', 'bbm', 'etanol', 'biar', 'rakyat', 'rakyat', 'ngk', 'sulit', 'kendara', 'pribadi']"
1288,"['maksud', 'bbm', 'bobibos', 'etanol']"
1289,"['maksud', 'bbm', 'bobibos', 'etanol']"
1290,"['bbm', 'petralite', 'pertamina', 'campur', 'etanol', 'pertamina', 'pasti', 'bbm', 'distribusi', 'sesuai', 'regulasi', 'perintah', 'pertamina', 'bangkabelitung', 'prioritas', 'butuh', 'rakyat', 'galaxya', 'fyp']"
1291,"['pertamina', 'patra', 'niaga', 'produk', 'bbm', 'jenis', 'petralite', 'ron', 'edar', 'spbu', 'produksi', 'etanol', 'pertamina', 'bangkabelitung', 'prioritas', 'butuh', 'rakyat', 'galaxya', 'fyp']"
1292,"['pertamax', 'turbo', 'pertamina', 'bensin', 'ron', 'aditif', 'performa', 'resmi', 'kandung', 'air', 'pertamina', 'sangkal', 'kontaminasi', 'air', 'bbm', 'dasar', 'tes', 'baru', 'etanol', 'campur', 'varian', 'pertamina']"
1293,"['bbm', 'petralite', 'pertamina', 'campur', 'etanol', 'pertamina', 'pasti', 'bbm', 'distribusi', 'sesuai', 'regulasi', 'perintah', 'pertamina', 'bangkabelitung', 'prioritas', 'butuh', 'rakyat', 'galaxya', 'fyp']"
1294,"['nebak', 'indon', 'even', 'nitpick', 'muslim', 'aja', 'bilang', 'syiah', 'syiah', 'islam', 'like', 'bfr', 'yall', 'otak', 'kena', 'kontaminasi', 'bbm', 'oplos', 'etanol', 'kerak']"
1295,"['sebut', 'etanol', 'metanol', 'dalam', 'nyata', 'langsung', 'sorot', 'publik', 'kendara', 'bawa', 'botol', 'isi', 'bbm', 'spbu']"
1296,"['buset', 'dah', 'perkara', 'larang', 'injak', 'rumput', 'hari', 'bahas', 'bahlil', 'menteri', 'esdm', 'bikin', 'bbm', 'isi', 'etanol', 'resin']"
1297,"['pakar', 'universitas', 'indonesia', 'sebut', 'campur', 'ethanol', 'bbm', 'lazim', 'aman', 'kandung', 'persen', 'etanol', 'indonesia', 'rusak', 'mesin', 'sistem', 'distribusi', 'simpan', 'jaga', 'berita', 'darirakyatuntukenergi', 'bioethanol', 'ethanol']"
1298,"['menteri', 'energi', 'somalia', 'bikin', 'ngeri', 'ngeselin', 'campur', 'etanol', 'bbm', 'sampe', 'bikin', 'motor', 'orang', 'brebet', 'nyusahin', 'iya', 'ngeselin', 'iya']"
1299,"['video', 'sidak', 'wali', 'kota', 'surabaya', 'cak', 'armuji', 'salah', 'spbu', 'viral', 'media', 'sosial', 'rekam', 'edar', 'periksa', 'botol', 'isi', 'cair', 'duga', 'campur', 'bbm', 'sebut', 'etanol', 'metanol', 'dalam']"
1300,"['bbm', 'petralite', 'pertamina', 'campur', 'etanol', 'pertamina', 'pasti', 'bbm', 'distribusi', 'sesuai', 'regulasi', 'perintah', 'pertamina', 'bangkabelitung', 'prioritas', 'butuh', 'rakyat', 'galaxya', 'fyp']"
1301,"['etanol', 'jadi', 'bahan', 'bakar', 'gua', 'alcoholic', 'gua', 'lightning', 'mcqueen']"
1302,"['royal', 'enfield', 'salah', 'pabrikan', 'motor', 'premium', 'indonesia', 'motor', 'bbm', 'baca', 'lengkap', 'royalenfield', 'etanol', 'bbm']"
1303,"['royal', 'enfield', 'salah', 'pabrikan', 'motor', 'premium', 'indonesia', 'motor', 'bbm', 'baca', 'lengkap', 'royalenfield', 'etanol', 'bbm']"
1304,"['wajib', 'etanol', 'etanol', 'jagung', 'kasih', 'ampas', 'mesin', 'suling', 'gimana', 'bbm', 'tanam', 'bagus', 'bagus', 'air', 'tanam', 'tebang', 'nanam']"
1305,"['bijak', 'ngawur', 'asal', 'pikir', 'akibat', 'rakyat', 'susah', 'gara', 'bbm', 'campur', 'etanol', 'pertalite', 'motor', 'mogok', 'deng', 'gendeng']"
1306,"['jujur', 'skeptis', 'luwih', 'percoyo', 'sing', 'soko', 'limbah', 'plastik', 'soale', 'bahan', 'baku', 'soko', 'tanam', 'dadi', 'kandung', 'etanol', 'nek', 'plastik', 'emang', 'soko', 'minyak', 'bumi', 'dadi', 'murni']"
1307,"['bbm', 'campur', 'etanol', 'bikin', 'karat', 'tank', 'bbm', 'motor']"
1308,"['punya', 'hari', 'normal', 'aja', 'tuh', 'campur', 'air', 'tangki', 'bbm', 'brebet', 'pertamina', 'bilang', 'pertamax', 'green', 'etanol', 'alam', 'kalo', 'mesin', 'injeksi', 'brebet', 'filter', 'bbm', 'kotor', 'parah', 'wajib', 'ganti', 'filter', 'udara', 'oem']"
1309,"['tunggu', 'aja', 'uji', 'akademisi', 'takut', 'etanol', 'iya', 'bener', 'ron', 'biaya', 'murah', 'densitas', 'energi', 'turun', 'tempuh', 'jarak', 'bahan', 'bakar']"
1310,"['bahlil', 'bahlul', 'dya', 'nikmat', 'bisnis', 'pertalite', 'campur', 'etanol', 'ingredient', 'murah', 'harga', 'jual', 'laba', 'efisiensi', 'bbm', 'kendara', 'performa', 'mesin', 'boros']"
1311,"['bilang', 'sehat', 'sehat', 'perintah', 'orang', 'ngide', 'nyampur', 'etanol', 'bbm', 'stay', 'safe', 'racing', 'racing']"
1312,"['bahan', 'bakar', 'dalam', 'kandung', 'etanol', 'lumrah', 'eropa', 'bahan', 'dunia', 'manfaat', 'ramah', 'lingkung', 'tingkat', 'ekonomi', 'tani', 'lokal', 'bbmetanol', 'bioetanol']"
1313,"['lini', 'motor', 'royal', 'enfield', 'indonesia', 'bbm', 'milik', 'kandung', 'etanol', 'persen']"
1314,"['kurang', 'bahan', 'baku', 'etanol', 'buka', 'lahan', 'suruh', 'alih', 'tanam', 'aya', 'wae']"
1315,"['ayo', 'nda', 'ajar', 'salah', 'nda', 'honda', 'bijak', 'bbm', 'laku', 'tangki', 'karat', 'udah', 'harga', 'kualitas', 'produk', 'bikin', 'beli', 'ndak', 'tidur', 'nyenyak']"
1316,"['pakai', 'bahan', 'baku', 'etanol', 'impor']"
1317,"['dasar', 'sumber', 'republika', 'lapor', 'resmi', 'bobibos', 'biofuel', 'tanam', 'lokal', 'indonesia', 'campur', 'etanol', 'bbm', 'klaim', 'ron', 'uji', 'lab', 'irit', 'emisi', 'rendah', 'komposisi', 'detail', 'lengkap', 'publik', 'inovasi']"
1318,"['hemat', 'spy', 'laba', 'lbh', 'honda', 'tipis', 'rangka', 'motor', 'cat', 'rangka', 'skrg', 'uji', 'honda', 'aplikasi', 'sistem', 'bbm', 'ethanol', 'merk', 'tahan', 'api', 'tangki', 'bbm', 'compliance', 'honda', 'rusak']"
1319,"['moga', 'jodoh', 'mas', 'teknik', 'erlang', 'ngide', 'ngoplos', 'bbm', 'pake', 'etanol', 'amin']"
1320,"['bikin', 'etanol', 'dicampurin', 'bbm']"
1321,"['dasar', 'info', 'bobibos', 'bbn', 'ron', 'etanol', 'campur', 'bbm', 'capai', 'ron', 'biofuel', 'tanam', 'lokal', 'limbah', 'tani', 'ron', 'dekat', 'uji', 'lab', 'klaim', 'irit', 'ramah', 'lingkung', 'inovasi', 'bagus', 'kurang', 'impor', 'bbm']"
1322,"['maksud', 'bbn', 'ron', 'etanol', 'campur', 'bbm', 'capai', 'ron', 'gimana', 'turut']"
1323,"['etanol', 'free', 'bbm', 'barang', 'spesial']"
1324,"['bego', 'org', 'org', 'marah', 'karna', 'bbm', 'campur', 'etanol', 'emg', 'anjinkss']"
1325,"['ironis', 'singkong', 'salah', 'bahan', 'bikin', 'etanol', 'campur', 'bbm', 'singkong', 'pakai', 'tanam', 'perintah', 'bantu', 'oligarki', 'panitia', 'main', 'turnamen']"
1326,"['kendara', 'pakai', 'bahan', 'bakar', 'perhati']"
1327,"['motor', 'mobil', 'karburator', 'bbm', 'nabati', 'bobibos', 'bioetanol', 'biofuel', 'bensin', 'efektivitas', 'gantung', 'kadar', 'campur', 'campur', 'rendah', 'aman', 'kadar', 'sebab', 'korosi', 'karet', 'seal']"
1328,"['gara', 'gara', 'etanol', 'kendara', 'rusak', 'masalah', 'tanda', 'etanol', 'jelek', 'campur', 'bahan', 'bakar']"
1329,"['kurang', 'bensin', 'etanol', 'ngerti', 'dewe', 'dadi', 'perintah', 'gelem', 'pora', 'ngganti', 'komponen', 'sing', 'lawas', 'baru', 'dadi', 'ben', 'iso', 'nggo', 'bbm', 'etanol', 'mosok', 'rakyat', 'sing', 'ragat', 'dewe', 'teh', 'sing', 'njaluk', 'perintah', 'rakyat']"
1330,"['rakyat', 'jabat', 'jgn', 'sepele', 'mbg', 'rakyat', 'terima', 'rakyat', 'anak', 'sekolah', 'bgtu', 'bbm', 'campur', 'etanol', 'urus', 'rakyat', 'nya', 'mulus', 'beda', 'jabat']"
1331,"['tenang', 'jenis', 'kendara', 'aman', 'pakai', 'bbm', 'campur', 'etanol']"
1332,"['ngomong', 'njeplak', 'bilang', 'suruh', 'ganti', 'opsi', 'beras', 'bilang', 'bahan', 'etanol']"
1333,"['katanyabbisa', 'bahan', 'baku', 'etanol', 'bgm', 'cerita', 'mencla', 'mencle']"
1334,"['gedein', 'skala', 'singkong', 'bahan', 'baku', 'etanol', 'zulhas', 'kopong', 'otak', 'ngapain', 'ttp', 'dipake']"
1335,"['muncul', 'keluh', 'pertalite', 'bikin', 'motor', 'mogok', 'mbrebet', 'publik', 'ramai', 'opini', 'bentuk', 'fakta', 'info', 'viral', 'benar', 'cek', 'fakta', 'panik', 'pertamina', 'bbm', 'pertalite', 'etanol', 'mesin', 'berita', 'viral']"
1336,"['bahan', 'etanol']"
1337,"['hubung', 'proyek', 'food', 'estate', 'papua', 'ratus', 'ribu', 'hektar', 'bahan', 'baku', 'pabrik', 'etanol']"
1338,"['etanol', 'higroskopik', 'serap', 'air', 'udara', 'tingkat', 'kadar', 'air', 'bahan', 'bakar', 'risiko', 'fase', 'separation', 'korosi', 'modifikasi', 'blend', 'rendah', 'banyak', 'kendara', 'modern', 'aman', 'modif', 'butuh', 'engine', 'flex', 'fuel', 'fuel']"
1339,"['campur', 'etanol', 'bahan', 'bakar', 'minyak', 'aman', 'kendara', 'negara', 'terap', 'persen']"
1340,"['produksi', 'etanol', 'indonesia', 'ribu', 'kiloliter', 'target', 'bbm', 'butuh', 'aja', 'tantang', 'ambisi', 'energi', 'hijau', 'indonesia', 'yuk', 'simak', 'lengkap', 'infografis']"
1341,"['bbm', 'teknologi', 'indonesia', 'butuhin', 'siap', 'yuk', 'cari', 'aja', 'tantang', 'peluang', 'ambisi', 'energi', 'hijau']"
1342,"['lebih', 'baur', 'bbm', 'etanol']"
1343,"['cerita', 'alam', 'driver', 'gocar', 'kait', 'bbm', 'pake', 'narik', 'hari', 'tuh', 'semenjak', 'isu', 'bbm', 'oplos', 'campur', 'sebenrnya', 'mobil', 'gaada', 'brebet', 'brebet', 'dibicarain', 'orang', 'mana']"
1344,"['eee', 'taa', 'bbm', 'biofuel', 'bioetanol', 'bener', 'teori', 'ramah', 'lingkung', 'bener', 'ron', 'nya', 'emang', 'khasiat', 'dri', 'etanol', 'rencana', 'campur', 'tri', 'tuh']"
1345,"['bahlul', 'copot', 'woy', 'tum', 'bikin', 'susah', 'rakyat', 'aja', 'suka', 'bbm', 'campur', 'etanol', 'ntar', 'klo', 'dah', 'kena', 'mobil', 'menteri', 'presiden', 'tau']"
1346,"['knp', 'spbu', 'swasta', 'rame', 'pertamina', 'knp', 'hancurin', 'customer', 'trust', 'peak', 'bbm', 'oplos', 'kandung', 'aer', 'kandung', 'etanol', 'and', 'wtf']"
1347,"['sorry', 'bain', 'bahlil', 'kaya', 'emang', 'kualitas', 'pertamina', 'jelek', 'dunia', 'udah', 'alih', 'etanol', 'campur', 'bahan', 'bakar', 'disclaimer', 'dukung', 'bahlil']"
1348,"['perintah', 'rencana', 'terap', 'bensin', 'campur', 'etanol', 'langkah', 'bahan', 'bakar', 'ramah', 'lingkung', 'muncul', 'kendara', 'pakai']"
1349,"['fungsi', 'etanol', 'bbm', 'kesiap', 'motor', 'indonesia', 'hadap', 'biofuel']"
1350,"['masuk', 'bbm', 'campur', 'etanol']"
1351,"['bahlil', 'saing', 'pertamina', 'singkirin', 'bikin', 'bijak', 'campur', 'bbm', 'etanol', 'notabene', 'sehat', 'motor', 'karbu', 'orang', 'bikin', 'bijak', 'dah', 'gas', 'lpg', 'tambang', 'bbm', 'aneh', 'bat', 'tri', 'wok']"
1352,"['percaya', 'benci', 'kek', 'literally', 'orang', 'gantung', 'ama', 'bbm', 'motor', 'sesuai', 'ama', 'bbm', 'etanol', 'pikir', 'kemarin', 'baik', 'tau', 'lanjut', 'motor', 'suami', 'kena', 'gegara', 'isi', 'bbm', 'pertamina']"
